Source.Name,Date,Season,Location,Max wind (MPH),Max wind (town),Town,Average wind (mph),Wind direction,Air temperature (C),Air temperature (C) (town),Wind chill temperature (C),Snow depth (CM),Snow depth in drifts (CM),Snow level (m),Cloud base (m),Cloud base comment,Oberservor,Report
CLEAN 2016-2017.xlsx,26/02/2017,2016 - 2017,Helvellyn summit,54.8,,,40.5,SSW,2.2,,-8.1,,,,,Not recorded,,"The thaw at all levels continues; once again it was above freezing (plus 2 degrees) and raining on the summit. Occasionally, above 800m, the precipitation fell as hail which certainly made its presence painfully felt in the 50mph gusts! Any hail was not settling on the ground since most of the time it was just raining; however at the time of writing temperatures are forecast to fall, thus further precipitation Sunday evening and overnight could fall as snow so walkers out on Monday should be prepared to encounter more snow at altitude than experienced and described today. Apart from insignificant, isolated patches of wet, thawing snow, there is now no snow below 700m. Even above 700m the majority of the Lakeland fells up to and including summit level are now free from snow. The snow that remains lies in sheltered spots and hollows and especially above 850m on north and east facing aspects. Apart from isolated patches where the snow has been compacted by walkers’ boots, the snow is soft, wet and thawing – no ice was encountered. With the ground being so wet, though, this could change with only a slight drop in temperature so walkers out on Monday should be prepared to encounter ice at altitude. Striding and Swirral Edges consisted of bare, wet rock. There is almost a snow free route on the exit to Swirral, whereas there are still some larger, unavoidable patches of snow on the exit to Striding. Again the snow was soft, but it is strongly recommended to carry an ice axe here in order to safely negotiate this section if the temperature drops and the snow hardens. Despite the milder weather, the summit windchill remains well below freezing so full winter clothing – including spare layers - footwear and equipment are essential for those venturing out onto the fells. For those attempting, or traversing, exposed routes at altitude an ice axe is recommended in case fresh snow falls this evening and overnight. The positive aspect about 2 days of, what feels like, constant rain is that the Lakeland Waterfalls are spectacular and well worth a visit – so come and enjoy!"
CLEAN 2016-2017.xlsx,25/02/2017,2016 - 2017,Helvellyn summit,41.7,,,31,SW,3.7,,-4.6,,,,,Not recorded,,"There is an extensive thaw at all levels; it was plus 3 degrees and raining heavily on the summit (as it was everywhere else!!) Apart from insignificant, isolated patches of wet, thawing snow, there is now no snow below 700m. Even above 700m large areas of the Lakeland fells up to and including summit level are now free from snow. The snow that remains lies in sheltered spots and hollows and on north and east facing aspects where there are still drifts deep enough to swallow the shaft of a 55cm ice axe although such depth is definitely the exception. The snow is soft, wet and thawing – no hard snow or ice being encountered. This could change, though, with only a slight drop in temperature so walkers out on Sunday should be prepared to encounter ice at altitude. Striding and Swirral Edges consisted of bare, wet rock with isolated patches of soft snow and slush. Conversely there was snow on their exits and on Striding Edge some of these were deep and unavoidable. Again the snow was soft, but an ice axe was useful here and would be essential should the temperature drop and the snow harden. This is the case for anyone attempting, or traversing, steep snow slopes at altitude – mainly on east and north facing aspects. Despite the milder weather, the summit windchill remains below freezing so full winter clothing – including spare layers - footwear and equipment are essential for those venturing out onto the fells. At present, more rain is forecast for Sunday and given the amount that has, and is, currently falling even small watercourses could be difficult to cross. Something to bear in mind should your route involve fording a stream – especially in descent – as it might be advisable crossing it higher up the fell. The positive aspect about this weather is that the Lakeland Waterfalls are spectacular and well worth a visit !! For those interested in the weather stats, there were stronger gusts of wind encountered on the ascent compared with the summit!"
CLEAN 2016-2017.xlsx,24/02/2017,2016 - 2017,Helvellyn summit,21.4,,,17.9,WSW,-1.8,,-10.1,,,,,Not recorded,,"Fresh snow has fallen and settled above 400m. Between 400m and 600m there is just a skittering of snow, which was thawing during the afternoon. Above 600m the snow depth rises with height although, as the snow was deposited on predominantly gale force westerly winds, the actual depth varies considerably from virtually nothing on windswept areas – such as parts of the summit plateau - to deep drifts of 70cm mainly on east facing aspects – however such depth is definitely the exception with an extremely rough average of 3cm at 900m. The snowpack is soft and, especially below 700m, wet and thawing. Above 900m, and especially on the summit plateau where the ground has been scoured of snow, were patches of ice. This could be especially treacherous on Saturday given the forecasted strength of the wind. Earlier in the day, there were isolated icy patches on paths down to 400m. Currently the forecast is for milder (and wilder!) conditions on Saturday. It would, however, only take a slight drop in temperature for the predicted rain to fall as snow and for the snowpack to harden so walkers out on Saturday should be prepared to encounter ice at altitude – along with gale/storm force winds. Striding and Swirral Edges consisted of a mixture of bare rock, wet rock and soft snow covered rock. Conversely their exits, especially on Striding, had patches of deep unavoidable snow. Again, this snow was soft but an ice axe is essential to prevent a fall and crampons should be carried in case the snowpack hardens. This advice also applies to anyone attempting, or traversing, steep slopes at altitude – especially on east facing aspects. There is quite a contrast at the moment between the Spring-like valleys and the snow and ice at altitude where the summit temperature was below freezing and the windchill minus 10 degrees. Consequently, full winter clothing – including spare layers - footwear and equipment are essential for those venturing out onto the fells. Given the forecast for Saturday it will probably be difficult to forget your waterproofs !!!"
CLEAN 2016-2017.xlsx,23/02/2017,2016 - 2017,Helvellyn summit,51.9,,,38,NW,-3.7,,-15.9,,,,,Not recorded,,"Given the warnings about Storm Doris, the Assessor made an earlier ascent of Helvellyn than usual, and managed to avoid most of the bad weather. Overnight rain has filled the becks, and brought a light dusting of snow to the higher ground in the Central and Eastern Fells. This fresh snow was laying above 700m, and was nowhere deeper than 1cm - just a smattering during the morning. There was also a little frozen ground in places above 800m, on rocks on both Striding and Swirral Edges, but this was not sufficient to hinder safe ascents or descents. During the late morning further heavy rain brought more snow above 600m, as the storm force winds picked up. This is likely to continue throughout the rest of the day, so it will be interesting to see the extent of the fresh snow when the Assessor goes up tomorrow. With wind speeds picking up through the morning, it was with some relief that the Assessor today reached his car before lunch. Certainly the speeds recorded on the descent were far greater (in excess of 65mph) than were recorded on the summit just an hour earlier. Anyone heading into the fells should bear in mind that we are now in the grips of mid-winter, despite the changeable conditions we've had so far this season. Full waterproofs, clothing and equipment are essential for anyone going walking, and an ice axe and crampons should be carried by anyone heading above the snowline."
CLEAN 2016-2017.xlsx,22/02/2017,2016 - 2017,Helvellyn summit,55.4,,,30.7,W,0.4,,-10.3,,,,,Not recorded,,"A better day for making a proper assessment of the amount of snow still present on our hills, as this was the first day for some time where the cloud base was above summits, thereby giving good visibility throughout. There are only a few very small patches of old snow remaining on the highest fells now, above 900m, and these are on the east and north facing headwalls, well away from any of the paths on Helvellyn. Striding Edge and Swirral Edge can both currently be ascended without recourse to crossing snow. The forecasted snow above 600m hadn't arrived by the time the Assessor was on Helvellyn. However, as Storm Doris comes through during the night and into tomorrow, the current forecast is for snow above 200m, and summit temperatures around minus 3. This coupled with the storm force winds we are expecting will make any walking in the high fells very arduous tomorrow, and will give an exceptionally low windchill, probably somewhere in the region of minus 15C Anyone venturing onto the high fells tomorrow should first consider if this is a good idea. Anyone determined to go high will need full waterproofs, good warmth layers including lots of spares, hats and gloves, winter boots, plenty of food, a headtorch with spare batteries, and a map and compass. The ability to navigate in appalling conditions may well be necessary. There is also a good chance that ground will be frozen, so crampons should be carried as a precaution, and an ice axe will help to keep you safe if ascending, descending or traversing snowy slopes."
CLEAN 2016-2017.xlsx,21/02/2017,2016 - 2017,Helvellyn summit,31.8,,,24.1,WSW,3,,-4.6,,,,,Not recorded,,"After a lovely start to the day, the rain clouds soon arrived on the Lakeland Fells, giving very wet conditions at all levels, and poor visibility above the cloud base at between 250m and 500m. There was a slight frost above 600m to start the day, but temperatures soon soared as the rain came in. On Striding Edge and Swirral Edge the main hazard was the wet, and consequently very slippery rock. There are still a few lingering tiny patches of snow, but these do not effect any of the walking routes on the mountain at present. However, at the time of writing the forecast for the next couple of days is for colder conditions and snow at altitude, so walkers should expect some snow and possibly ice on paths above 600m. Today good waterproofs were essential, both to keep the rain out as well as the wind. Walkers should carry spare warmth layers, plenty of food, and a headtorch (see our #summitsafely campaign on the website this week!), as well as a map and compass and the ability to use them in very poor visibility."
CLEAN 2016-2017.xlsx,20/02/2017,2016 - 2017,Helvellyn summit,69.9,,,45.8,W,5.8,,-5.6,,,,,Not recorded,,"A very wild morning to be on the high fells. Heavy rain and gale to storm force winds were the very obvious weather features, with cloud on Helvellyn down to around 200m at times in rain. This gave very poor visibility for the morning, although later in the day the cloud did break. There is still no snow to speak of on Helvellyn or any of the fells of Lakeland. On the east-facing headwall of Helvellyn's summit ridge there are a few patches of old, wet snow, but these do not interfere with any of the walking routes. Striding Edge and Swirral Edge are pretty much free of snow, although in the poor visibility it is possible that there are one or two small patches here and there that the Assessor could not see today. Given the strong winds and poor visibility good map reading skills were essential today. Anyone heading onto the fells should carry a map and compass, along with good waterproofs (jacket AND trousers), and plenty of warmth layers including spares in a rucksack."
CLEAN 2016-2017.xlsx,19/02/2017,2016 - 2017,Blencathra summit,18.4,,,11.2,SW,4.1,,-1.1,,,,,Not recorded,,"As we have so little snow on Helvellyn at present, and none on any of the walking routes, the Fell Top Assessor today went up Blencathra to assess conditions there. On Blencathra there was no snow at all on Hall's Fell Ridge, the summit plateau, the exit from Sharp Edge, or on Doddick Fell Ridge. The cloud base was at 600m, and above that height visibility was reduced to around 50m. While the Assessor felt that there is a possibility that there may be some small pockets of old, wet snow clinging on on the headwall above Scales Tarn, he didn't see any snow at all today. The main challenge on Blencathra's ridges today was the very slippery rock. The rock here is slate, and it is unpleasant in wet conditions. Although there was no rainfall during the day, the rocks were wet in the cloud. Despite warmer temperatures again today, the windchill was still below zero. Waterproofs and warmth layers are essential for anyone going onto the higher fells, as are sturdy walking boots, and a map and compass."
CLEAN 2016-2017.xlsx,18/02/2017,2016 - 2017,Helvellyn summit,32,,,23.5,WSW,3.6,,-3.8,,,,,Not recorded,,"A mild and very wet day on the high fells. Most of the snow has now gone, with just a few thin streaks above 700m. Striding and Swirral Edges are largely free of snow, apart from in a few places where it is avoidable with care. The main challenge of the Edges today was the wet rock which is very slippery in that state. The cloud base today remained at around 600m for the whole day, and brought drizzle to all areas. This also gave severe navigational problems in the poor visibility. At times the visibility was reduced to around 10m. Anyone heading onto the fells should still carry full waterproofs and lots of warmth layers, despite the mild temperatures. A map and compass and the ability to use them in very poor visibility are essential. Come well prepared and equipped though and you'll still have a great time exploring the fells."
CLEAN 2016-2017.xlsx,17/02/2017,2016 - 2017,Helvellyn summit,24.1,,,10.6,WSW,3.8,,-2.8,,,,,Not recorded,,"Another mild day on the fells, but with a windchill below zero it still feels cold when exposed to the wind. The remaining snow is now largely above 700m, and even here right up to the summits it is very patchy. There are a few old, wet drifts up to 40cm in depth, but for the most part the ground is now free of snow. Striding and Swirral Edges are both mostly free of snow and ice, with just the odd area here and there where compaction from walkers boots has created icy steps. The exits of both ridges do have some old snow too, but with care these areas can be avoided. With a cloud base between 300m and 600m for most of the morning, and occasional rain at low levels giving sleet above 800m for short periods of time, it was a wet day to be on the fells. Low cloud means low visibility too, so a map and compass and good navigation skills were essential today. Despite the snowdrops in the valleys, and relatively mild temperatures, with windchill it was cold on the summits today, so walkers should make sure they have full waterproofs and warmth layers, as well as map and compass, and a headtorch too!"
CLEAN 2016-2017.xlsx,16/02/2017,2016 - 2017,Helvellyn summit,25,,,21.3,W,1.8,,-5.5,,,,,Not recorded,,"The thaw continues at all levels, with much of the snow now being stripped from the high fells. There are still some large patches of snow above 700m, but very little below that height. On the Edges the remaining snow consists of icy ground in places where it has become compacted - today these small patches were icier than yesterday. The bulk of both Striding Edge and Swirral Edge today were free of snow, with the main hazard being wet, slippery rock. The exits from both ridges onto the summit plateau do both have some snow, but this can be avoided with care. With a cloud base at around 700m for much of the day, visibility was reduced to around 50m above that height, requiring the skilled use of map and compass both to navigate safely and to ensure a descent into the correct valley at the end of the day. Climbers: There are currently no routes climbable as winter ascents, and any attempt to climb these routes at present will only result in damage to the extremely rare alpine flora that lives on corrie headwalls. Please do not head into the gullies looking for ice or frozen turf - there isn't any at present! For further clarification on this point please see the BMC's White Guide. Full winter clothing is essential at present, given the wind chill. People in shorts heading up Swirral Edge today looked incredibly cold. Yes we know your legs are waterproof, but minus 6 degrees and driving hail really hurts exposed skin. An ice axe and crampons, though not needed today, are still a good idea to carry as these could easily become essential should the temperatures drop just a little further."
CLEAN 2016-2017.xlsx,15/02/2017,2016 - 2017,Helvellyn summit,38.2,,,29.1,S,2.9,,-4,,,,,Not recorded,,"The thaw continues at all levels – it was plus 4 degrees on the summit this morning. There is now little snow below 700m. Above this height the snow depth rises with height - the actual depth varies from nothing on windswept areas and some south and western facing slopes to drifts over 40cm above 900m. The deepest snow lies on east and north facing aspects and in sheltered spots and hollows. The snowpack today was wet and thawing rapidly. There was very little ice today, other than in one or two places on the paths leading up to Red Tarn and the Edges, and even these patches were turning to slush. Above 550m there was dense hillfog and drizzle, on and off, for much of the morning. This made navigation a bit of a challenge, so a map and compass were essential, coupled with the skills to use them accurately in poor visibility. There is a marked difference between the Spring-like valleys and the snow and ice at altitude. Consequently, full winter clothing, footwear and equipment are essential for those venturing out onto the high fells. For those going above 700m an ice axe is essential and crampons should be carried."
CLEAN 2016-2017.xlsx,14/02/2017,2016 - 2017,Helvellyn summit,39.7,,,29,S,4.8,,-3.2,,,,,Not recorded,,"There is a thaw at all levels – it was plus 4 degrees on the summit this afternoon. Aside from isolated, insignificant patches, there is now little snow below 650m. Above 650m the snow depth rises with height although, as ever, the actual depth varies from nothing on windswept areas and some south and western facing slopes to drifts over 40cm above 900m – however such depth is definitely the exception. The deepest snow lies on east and north facing aspects and in sheltered spots and hollows. The majority of the snowpack is now wet and thawing; however there are still patches of ice and hard snow – especially on popular routes where it has been compacted. At altitude, where the snow was thawing the ground was wet and slushy although sometimes with ice beneath making for treacherous conditions. Walkers out on the high fells on Wednesday should be prepared to encounter more ice should all this water and slush refreeze – which would only take a slight drop in temperature. There is quite a contrast at the moment between the Spring-like valleys and the snow and ice at altitude. Consequently, full winter clothing, footwear and equipment are essential for those venturing out onto the fells as the summit windchill remains below freezing. For those going above the snowline and attempting, or traversing, steep slopes – such as Striding and Swirral Edges - an ice axe is essential and crampons should be carried as it would only take a slight drop in temperature for the soft snow to harden and there are already patches of harder snow and a slip on the exits without the means to stop yourself would ruin a lovely day out. Indeed, it was a glorious day to be out in the fells today, so come properly equipped and enjoy!"
CLEAN 2016-2017.xlsx,13/02/2017,2016 - 2017,Helvellyn summit,46.1,,,37.3,E,-0.3,,-11.4,,,,,Not recorded,,"With milder temperatures, there is a marked contrast in conditions between the green, spring-like valleys and the alpine-like hills and this could also be the case for Tuesday. Despite this, there was a thaw at almost all levels – it was only just below freezing on the summit. Apart from isolated, insignificant patches, there is now no snow below 600m. Above 600m the snow depth rises with height although, as ever, the actual depth varies from little, or nothing, on windswept areas – such as parts of the summit plateau - to drifts just deep enough to swallow a 55cm ice axe – however such depth is definitely the exception - although drifts of between 5 and 10cm are fairly common at 900m. With milder temperatures, the majority of the snowpack is now soft although there are also patches of harder snow. Above 700m, popular routes are often covered with compacted snow and ice; conversely on others there were raised footprints (some up to 10cm high) illustrating how much snow has been blown about and redistributed. Above 700m and especially above 850m many rocks were covered in rime ice which was stunningly beautiful! Exposed routes above the snowline, such as Striding and Swirral Edges, are in winter condition – albeit with only a thin layer of snow along most of the edges themselves - and should only be attempted by those experienced in, and equipped for, winter mountaineering as a slip on the snowy exits without such equipment could ruin your Valentine’s! Aside from the ground conditions, the main hazard at altitude – as for the past few days - was the strength of the wind sometimes blowing stinging spindrift and, as occurred on the summit of Lower Man, rather painful pieces of rime ice! Full winter clothing, footwear and equipment are essential for those venturing out onto the fells. For those going above the snowline and attempting, or traversing, steep slopes an ice axe and crampons are also essential as are snow goggles. This advice remains despite the softening of the snowpack as it would only take a slight drop in temperature for the snow to harden and harder patches of snow already exist. With snow covered ground obscuring landmarks excellent navigational skills are essential especially when entering low cloud. However, hopefully sunglasses will also be required for Tuesday! Apart from the wind, it was a glorious day to be out in the fells today, so come properly equipped and enjoy! For those interested in the weather stats, the wind was noticeably stronger (gusting around 60mph) on the ascent and descent compared with the summit!"
CLEAN 2016-2017.xlsx,12/02/2017,2016 - 2017,Helvellyn summit,57.4,,,41.7,NNE,-4.3,,-18.3,,,,,Not recorded,,"A light covering of fresh snow has fallen Saturday evening and overnight deposited on gale force NNE to NE winds only significantly adding to existing accumulations in sheltered spots. There is little snow below 550m. Above 550m the snow depth rises with height although, as ever, the actual depth varies from little on windswept areas – such as parts of the summit plateau - to drifts just deep enough to swallow a 55cm ice axe – however such depth is definitely the exception - although drifts of between 5 and 10cm are fairly commonplace at 900m. The consistency of the snowpack varies considerably from soft, loose powder and windslab to hard neve sometimes overlaid with fresh soft snow and spindrift. Above 700m and especially above 800m many rocks were covered in verglas (thin ice) and rime ice – with the latter looking spectacular! Below 550m there was little ice on paths apart from where standing water had frozen overnight. Above 550m and particularly above 700m, many paths – especially popular routes - are covered with compacted snow and ice, again sometimes hidden beneath fresh snow and spindrift creating treacherous conditions; walking poles are useful to aid stability here. Exposed routes above the snowline, such as Striding and Swirral Edges, are now in winter condition – albeit with only a thin layer of snow along most of the edges themselves - and should only be attempted by those experienced in, and equipped for, winter mountaineering as a slip on the exits without such equipment could ruin your Valentine’s! Aside from the ground conditions, the main hazard today at altitude – as on Saturday and probably also for Monday - was the strength of the wind sometimes blowing fresh snow and often stinging spindrift. When this is combined with low cloud and snow covered ground obscuring landmarks, navigation is extremely challenging necessitating competent navigational skills. Full winter clothing, footwear and equipment are essential for those venturing out onto the fells. For those going above the snowline and attempting, or traversing, steep slopes an ice axe and crampons are also essential as are snow goggles. As on Saturday, several people today were intending to go above the snowline without such equipment, but were sensibly amending their routes or turning back. There is currently a huge difference in conditions between the green valleys and alpine-like hills and this looks likely to be the case for the next few days."
CLEAN 2016-2017.xlsx,11/02/2017,2016 - 2017,Helvellyn summit,52.7,,,38.9,NNE,-2.5,,-14.7,,,,,Not recorded,,"There is a health warning with this report in that snow was falling as the Assessor left the hill and further snow showers are forecast Saturday evening and overnight, so walkers heading out into the fells on Sunday should expect to encounter more snow than experienced and described below. On Saturday morning, there was snow down to 450m; however below 600m this was already thawing so, although there is a skittering of snow below 600m, the main snow line is around 600m. Above 600m the snow depth rises with height although, as ever, the actual depth varies from little on windswept areas – such as parts of the summit plateau - to reported drifts of 50cm – although such depth is definitely the exception and, indeed, the assessor did not personally encounter any such drifts today - although depths of between 5 and 10cm were fairly common at 900m. The consistency of the snowpack varies from soft to hard neve sometimes overlaid with fresh soft snow and spindrift. Popular paths above 600m are often covered with compacted snow and ice, again sometimes hidden beneath fresh soft snow creating demanding conditions. Exposed routes above the snowline, such as Striding and Swirral Edges, are now in winter condition and should only be attempted by those experienced in, and equipped for, winter mountaineering. There was more compacted snow and ice along both ridges compared to Friday, again overlaid with fresh snow. Aside from the ground conditions, the main hazard today at altitude (and also forecast for Sunday) was the strength of the wind blowing fresh snow and stinging spindrift. This combined with the low cloud made navigation challenging with visibility often reduced to 10m (and less when snow goggles either steamed up or became covered in snow!!) Full winter clothing, footwear and equipment are essential for those venturing out onto the fells. For those going above the snowline and attempting, or traversing, steep slopes an ice axe and crampons are also essential as are snow goggles. Several people were intending to go above the snowline without such equipment today, but were sensibly amending their routes or turning back. There is currently a huge difference in conditions between the green valleys and alpine-like hills and this looks likely to be the case for the next few days."
CLEAN 2016-2017.xlsx,10/02/2017,2016 - 2017,Helvellyn summit,27.8,,,22.8,NNE,-5.3,,-16.4,,,,,Not recorded,,"There is little snow below 650m and, indeed, below this height many paths were dry. However, where they were wet, ice had formed especially above 400m. Above 650m the snow depth rises with height although, as ever, the actual depth varies from little on windswept areas to reported drifts of 50cm – although such depth is definitely the exception and, indeed, the assessor did not personally encounter any such drifts today - although a depth of between 5 and 10cm was fairly common at 900m. The consistency of the snow varies from soft to hard neve. Popular routes are also covered with compacted snow and ice. Exposed routes above the snowline, such as Striding and Swirral Edges, are now in winter condition and should only be attempted by those experienced in, and equipped for, winter mountaineering. Much of Striding Edge consisted of soft snow and could lull people into believing that no equipment is required to negotiate it; however, there was harder snow and verglas (ice) on rocks on the steep exit necessitating the use of ice axe and crampons. There is the possibility of fresh snow falling overnight, so walkers out on Saturday should be prepared to encounter different conditions from those experienced and described above; this is especially relevant if fresh snow falls on top of older, harder snow with the different layers not bonding. Full winter clothing, footwear and equipment are essential for those venturing out onto the fells. For those going above the snowline and attempting, or traversing, steep slopes an ice axe and crampons are also essential. The summit views today were magnificent, so come properly equipped and enjoy them – including spare layers to cope with the minus 16 degrees windchill experienced today. Once again some folk were out walking wearing everything that they had and so quickly became cold once they stopped, thus were unable to linger to appreciate the superb vista."
CLEAN 2016-2017.xlsx,09/02/2017,2016 - 2017,Helvellyn summit,26.4,,,17.3,E,-5.8,,-14,,,,,Not recorded,,"A superb day to be on the high fells. A cold start to the day gave frozen ground at all levels. Paths on Helvellyn were icy in places from the valleys upwards, and were coated with more ice above 550m. There has been a little further snow on the high fells, and this has gathered in leeward hollows and in leeward gullies (NW through to E faces), occasionally to a depth of 60cm, but more generally between 5cm - 10cm in depth. Where this fresh snow is overlying older, harder snow, the fresh snow is very unstable, cracking and peeling away from the snow beneath. Further accumulations on these slopes could be very dangerous, so walkers and climbers should make their own judgements about how safe, or otherwise, snow slopes are, according to just how much more snow falls throughout the afternoon and overnight. The morning on Helvellyn was dry, and with the cloud base above the summits the views were spectacular. However, it was a very cold day, and lots of warmth layers were essential. Climbers: Ribbons of older snow have now formed into superb neve, giving bullet hard climbing in these areas. However, most of these runnels of neve are very narrow, and some snow in many gullies is broken. Ice is forming on the buttresses, but winter climbing is not yet 'on'! Anyone heading for the tops will need full winter clothing and spare warmth layers. Winter boots with properly fitting crampons, and an ice axe are also essential for all but the very gentlest of walking routes."
CLEAN 2016-2017.xlsx,08/02/2017,2016 - 2017,Helvellyn Lower Man summit,22.2,,,17.6,ESE,-4.8,,-11.6,,,,,Not recorded,,"Further redistribution and consolidation in the snowpack has seen snow gathering in large areas on all aspects. The snow, which is largely above 600m now, is up to 50cm deep in a few sheltered places, but is generally around 10cm in depth. There are noticeable layers within the snowpack, and these currently aren't well bonded, but as there isn't a huge amount of snow cover, this shouldn't pose a problem. However, it is wise to treat all fresh snow accumulations with caution, especially as the current forecast is for further snowfall over the next few days. This fresh snow overlying the semi-consolidated stuff could be very unstable. All paths to Helvellyn summit now have snow - the Assessor today found a large, unavoidable bank of steep snow on the 'tourist route' up from Swirls via the top of Brown Cove Crags. This, though not 'technical' required an ice axe and crampons to make a safe ascent and descent. The exits to Striding Edge and Swirral Edge are both steep banks of hardening snow. Climbers: The gullies are gathering some snow, and this can be seen in thin ribbons on a few routes now. The snow is improving, but today the turf beneath was not frozen. Please avoid climbing these gullies a little while longer, to protect the rare flora that is found in these places on Helvellyn. Walkers heading for the higher fells should have full winter clothing and proper B1 or higher winter boots. An ice axe and crampons are essential kit right now, even on the non-technical walking routes such as Brown Cove Crags, the Wythburn Chapel route, and the Keppel Cove zigzags."
CLEAN 2016-2017.xlsx,07/02/2017,2016 - 2017,Helvellyn summit,21.3,,,16.2,SW,-0.4,,-7.9,,,,,Not recorded,,"A partial thaw has hit the fells of Lakeland, although there is still still snow above 550m. The bulk of the snow is now in sheltered places on North East facing slopes, where it lies to a depth of around 50cm. This is the exception however, as elsewhere the slopes are largely scoured of snow, but were icy today above 750m. The snow on NE slopes is beginning to consolidate, and currently has a firm crust of around 5cm depth, with softer snow beneath. Above 700m there is rime ice on rocks, making ascents of Striding and Swirral Edges technical today. The exits from both ridges are banking out with snow, although at present this is not to a great depth on either ridge. Climbers: Some gullies are now producing thin ribbons of snow. Gully No. 2 on the Red Tarn headwall is almost one complete snow slope (albeit a very narrow one!), while other such as Catstycam Gully only have snow of any depth in their top third in height. The snow in these gullies is not enough yet to make them viable ascents, and the turf beneath was not frozen today. A little more freeze/thaw would help, along with another bigger dump of snow! Anyone heading for the high fells right now should have the full array of winter clothing and equipment, including ice axe and crampons and the knowledge of how to use them."
CLEAN 2016-2017.xlsx,06/02/2017,2016 - 2017,Helvellyn summit,53.2,,,38.1,SE,-2.8,,-14.7,,,,,Not recorded,,"Further snowfall overnight down to 600m has made the high fells feel very wintry now. Paths were icy from the valleys upwards from dawn, although the freezing level soon rose to around 400m. Above that height the ground was hard on paths were walkers have compacted the snow yesterday. The snowpack has been redistributed by the wind, and there is now some unstable windslab on NW through to NE slopes, to a depth of around 50cm in places. However, most of the ground above 600m only has a light dusting of snow still. There is rime ice on rocks, making ascents of Striding and Swirral Edges full winter mountaineering expeditions today. The exit to Swirral Edge is starting to bank out, while the Striding Edge exit has less snow, but still requires care and a sensible approach. With the forecast currently being for overnight blizzard conditions, there could be further accumulations of unstable snow by tomorrow. A further hazard today was poor visibility. With a cloud base on Helvellyn at between 500m and 700m, and spindrift being blasted across the plateau by the gale force winds, it was very difficult to see further than a few metres at times. Anyone heading onto the fells tomorrow will need full winter clothing and equipment, coupled with the experience to look after themselves in extremely harsh winter weather. A map and compass and exceptional navigation ability are essential, and an ice axe and crampons will help to make walking safer in the current conditions."
CLEAN 2016-2017.xlsx,05/02/2017,2016 - 2017,Helvellyn summit,18.3,,,13.4,SSW,-1,,-8.4,,,,,Not recorded,,"A much more wintry feel to the fells today, with dry powder snow down to around 450m. This has gathered on leeward slopes (North to East-facing) to a depth of around 20cm on average, but there are some drifts in sheltered hollows up to 40cm deep. The freezing level was around 650m. Paths above 500m were icy where walkers boots have consolidated the snow. This includes the narrow ridges of Striding Edge and Swirral Edge where the main route that walkers have created up each ridge is a combination of hard snow and iced-over rocks. While crampons were not absolutely essential today, they certainly made the Assessor and his winter skills clients feel a lot safer than other people who were sliding around out of control without them. An ice axe was essential for a safe ascent. While the exits from the ridges do contain quite a bit of snow, currently this is not banking out, and there is a lot of exposed rock on both edges. There are small cornices starting to appear on headwalls facing North through to East. Climbers: none of the gullies are in climbable condition yet. Please avoid attempting these lines until the turf freezes more and the gullies have filled out. Anyone venturing above the snowline should have full winter clothing and equipment, including an ice axe and crampons."
CLEAN 2016-2017.xlsx,04/02/2017,2016 - 2017,Helvellyn summit,24.3,,,17.9,SSW,-1.7,,-10.2,,,,,Not recorded,,"A return to winter conditions on the high fells, with fresh snow down to around 500m, and ice above 700m. The snow is generally just a smattering at all levels above 500m, but has gathered into sheltered hollows as well as on north through to east-facing headwalls to a depth of 30cm. On the Edges on Helvellyn the exits onto the summit plateau are snow-bound, and this is already becoming quite hard and slippery due to compression from walkers boots. Rocks above 700m have a thin film of rime ice. Both Striding Edge and Swirral Edge require extreme caution at the moment, as rocks are very slippery, but there isn't sufficient snow or ice to make ascents with crampons necessarily any easier or safer at present. On the summit plateau and on west facing slopes the snow has been blown off, leaving scouring and there is ice underfoot in many places. Given the colder temperatures we've had today, and the forecast for tomorrow being for a freezing level at 600m and more snow falling, these slopes will be treacherous without crampons tomorrow. Anyone traversing Striding or Swirral Edges should also take an ice axe for the exits onto the plateau. The visibility was generally good today, although there was some spindrift flying around sporadically, as well as the occasional hail shower. Climbers: Today the gullies certainly did not appear to be holding any snow for climbing, and should be avoided at present to avoid damage to rare flora. With a windchill of minus 10C today, and another cold wintry day forecast for tomorrow, full winter clothing, including spare warmth layers, winter boots with properly fitting crampons, an ice axe, snow goggles, head torch with spare batteries, and a map and compass are essential for safe and comfortable walking in the hills."
CLEAN 2016-2017.xlsx,03/02/2017,2016 - 2017,Helvellyn summit,48.9,,,38.6,SSW,0.4,,-7.6,,,,,Not recorded,,"A brighter day for parts of the Lake District, but with persistent cloud still shrouding some of the higher peaks. On Helvellyn the cloud base was around 600m, and giving poor visibility for much of the day above that height. The light snow that was forecast overnight either didn't arrive, or had melted by lunchtime when the Assessor was on the summit taking his readings. Currently though, the forecast for Saturday is for wintry showers above 500m. It was raining hard on the summit today. Following the thaw of the last snow, and the rain over the previous few days, many of the becks of Lakeland are quite high at present, so care should be taken when crossing where there are no bridges. If the temperatures should fall overnight the currently wet ground will turn icy, so carrying an ice axe and crampons would be a good idea. Full winter clothing and equipment are required for walking the high fells at present, and good navigational ability coupled with a map and compass are essential for anyone heading out walking."
