"Road using [note 1] vehicles registered for the first time by body type and fuel type [note 2], Great Britain from January 2001; also United Kingdom from July 2014",,,,,,,,,,,,,,,,,,
Table VEH1153a,,,,,,,,,,,,,,,,,,
This worksheet contains one table. Some cells refer to notes which can be found on the notes worksheet. ,,,,,,,,,,,,,,,,,,
"Some shorthand is used in this table, [low] = a low figure but not a real zero.",,,,,,,,,,,,,,,,,,
Geography [note 3],Date Interval [note 4],Date [note 4],Units,BodyType,Petrol,Diesel,Hybrid electric (petrol),Hybrid electric (diesel),Plug-in hybrid electric (petrol),Plug-in hybrid electric (diesel),Battery electric,Range extended electric,Fuel cell electric,Gas [note 5],Other fuel types [note 6],Total,Plug-in [note 7],Zero emission [note 8]
Scotland,Monthly,April 2001,Thousands,Total,14.2,4.3,[low],[low],[low],[low],[low],[low],[low],[low],[low],18.6,[low],[low]
Scotland,Monthly,May 2001,Thousands,Total,13.9,4.9,[low],[low],[low],[low],[low],[low],[low],[low],[low],18.7,[low],[low]
Scotland,Monthly,June 2001,Thousands,Total,15.8,5.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],21.3,[low],[low]
Scotland,Monthly,July 2001,Thousands,Total,12.1,4.2,[low],[low],[low],[low],[low],[low],[low],[low],[low],16.3,[low],[low]
Scotland,Monthly,August 2001,Thousands,Total,5.7,2.2,[low],[low],[low],[low],[low],[low],[low],[low],[low],7.9,[low],[low]
Scotland,Monthly,September 2001,Thousands,Total,34.6,10.9,[low],[low],[low],[low],[low],[low],[low],[low],[low],45.5,[low],[low]
Scotland,Monthly,October 2001,Thousands,Total,12.0,5.3,[low],[low],[low],[low],[low],[low],[low],[low],[low],17.3,[low],[low]
Scotland,Monthly,November 2001,Thousands,Total,12.0,5.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],17.4,[low],[low]
Scotland,Monthly,December 2001,Thousands,Total,8.1,3.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],11.9,[low],[low]
Scotland,Monthly,January 2002,Thousands,Total,13.6,5.3,[low],[low],[low],[low],[low],[low],[low],[low],[low],19.0,[low],[low]
Scotland,Monthly,February 2002,Thousands,Total,5.8,2.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],8.6,[low],[low]
Scotland,Monthly,March 2002,Thousands,Total,32.1,12.1,[low],[low],[low],[low],[low],[low],[low],[low],[low],44.2,[low],[low]
Scotland,Monthly,April 2002,Thousands,Total,14.8,6.2,[low],[low],[low],[low],[low],[low],[low],[low],[low],21.0,[low],[low]
Scotland,Monthly,May 2002,Thousands,Total,14.6,6.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],21.3,[low],[low]
Scotland,Monthly,June 2002,Thousands,Total,14.9,6.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],21.4,[low],[low]
Scotland,Monthly,July 2002,Thousands,Total,13.0,5.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],18.6,[low],[low]
Scotland,Monthly,August 2002,Thousands,Total,6.0,2.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],8.8,[low],[low]
Scotland,Monthly,September 2002,Thousands,Total,31.2,12.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],43.8,[low],[low]
Scotland,Monthly,October 2002,Thousands,Total,12.1,6.3,[low],[low],[low],[low],[low],[low],[low],[low],[low],18.5,[low],[low]
Scotland,Monthly,November 2002,Thousands,Total,10.8,6.1,[low],[low],[low],[low],[low],[low],[low],[low],[low],16.9,[low],[low]
Scotland,Monthly,December 2002,Thousands,Total,8.9,4.2,[low],[low],[low],[low],[low],[low],[low],[low],[low],13.1,[low],[low]
Scotland,Monthly,January 2003,Thousands,Total,10.5,6.0,[low],[low],[low],[low],[low],[low],[low],[low],[low],16.5,[low],[low]
Scotland,Monthly,February 2003,Thousands,Total,5.4,3.2,[low],[low],[low],[low],[low],[low],[low],[low],[low],8.7,[low],[low]
Scotland,Monthly,March 2003,Thousands,Total,29.3,14.0,[low],[low],[low],[low],[low],[low],[low],[low],[low],43.4,[low],[low]
Scotland,Monthly,April 2003,Thousands,Total,13.5,6.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],20.2,[low],[low]
Scotland,Monthly,May 2003,Thousands,Total,14.2,6.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],20.9,[low],[low]
Scotland,Monthly,June 2003,Thousands,Total,15.6,7.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],23.4,[low],[low]
Scotland,Monthly,July 2003,Thousands,Total,12.2,6.1,[low],[low],[low],[low],[low],[low],[low],[low],[low],18.4,[low],[low]
Scotland,Monthly,August 2003,Thousands,Total,5.9,3.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],9.3,[low],[low]
Scotland,Monthly,September 2003,Thousands,Total,30.3,15.3,[low],[low],[low],[low],[low],[low],[low],[low],[low],45.6,[low],[low]
Scotland,Monthly,October 2003,Thousands,Total,11.7,7.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],19.1,[low],[low]
Scotland,Monthly,November 2003,Thousands,Total,10.5,7.3,[low],[low],[low],[low],[low],[low],[low],[low],[low],17.9,[low],[low]
Scotland,Monthly,December 2003,Thousands,Total,8.5,5.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],14.3,[low],[low]
Scotland,Monthly,January 2004,Thousands,Total,11.0,6.9,[low],[low],[low],[low],[low],[low],[low],[low],[low],18.0,[low],[low]
Scotland,Monthly,February 2004,Thousands,Total,5.1,3.2,[low],[low],[low],[low],[low],[low],[low],[low],[low],8.3,[low],[low]
Scotland,Monthly,March 2004,Thousands,Total,31.1,16.2,[low],[low],[low],[low],[low],[low],[low],[low],[low],47.3,[low],[low]
Scotland,Monthly,April 2004,Thousands,Total,11.9,7.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],19.4,[low],[low]
Scotland,Monthly,May 2004,Thousands,Total,11.4,7.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],19.0,[low],[low]
Scotland,Monthly,June 2004,Thousands,Total,15.1,9.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],24.9,[low],[low]
Scotland,Monthly,July 2004,Thousands,Total,10.0,6.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],16.5,[low],[low]
Scotland,Monthly,August 2004,Thousands,Total,5.0,3.3,[low],[low],[low],[low],[low],[low],[low],[low],[low],8.3,[low],[low]
Scotland,Monthly,September 2004,Thousands,Total,29.0,16.9,[low],[low],[low],[low],[low],[low],[low],[low],[low],45.9,[low],[low]
Scotland,Monthly,October 2004,Thousands,Total,10.5,7.9,[low],[low],[low],[low],[low],[low],[low],[low],[low],18.5,[low],[low]
Scotland,Monthly,November 2004,Thousands,Total,9.6,7.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],17.3,[low],[low]
Scotland,Monthly,December 2004,Thousands,Total,7.9,6.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],14.5,[low],[low]
Scotland,Monthly,January 2005,Thousands,Total,10.0,7.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],17.7,[low],[low]
Scotland,Monthly,February 2005,Thousands,Total,3.9,3.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],7.6,[low],[low]
Scotland,Monthly,March 2005,Thousands,Total,28.5,17.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],46.3,[low],[low]
Scotland,Monthly,April 2005,Thousands,Total,9.9,7.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],17.4,[low],[low]
Scotland,Monthly,May 2005,Thousands,Total,10.3,8.0,[low],[low],[low],[low],[low],[low],[low],[low],[low],18.3,[low],[low]
Scotland,Monthly,June 2005,Thousands,Total,14.1,9.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],23.8,[low],[low]
Scotland,Monthly,July 2005,Thousands,Total,9.7,6.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],16.3,[low],[low]
Scotland,Monthly,August 2005,Thousands,Total,5.1,3.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],8.8,[low],[low]
Scotland,Monthly,September 2005,Thousands,Total,25.8,17.1,0.1,[low],[low],[low],[low],[low],[low],[low],[low],43.0,[low],[low]
Scotland,Monthly,October 2005,Thousands,Total,8.9,7.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],16.5,[low],[low]
Scotland,Monthly,November 2005,Thousands,Total,8.3,7.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],16.1,[low],[low]
Scotland,Monthly,December 2005,Thousands,Total,7.5,6.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],14.3,[low],[low]
Scotland,Monthly,January 2006,Thousands,Total,7.8,6.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],14.4,[low],[low]
Scotland,Monthly,February 2006,Thousands,Total,3.5,3.3,[low],[low],[low],[low],[low],[low],[low],[low],[low],6.8,[low],[low]
Scotland,Monthly,March 2006,Thousands,Total,27.9,18.4,0.1,[low],[low],[low],[low],[low],[low],[low],[low],46.3,[low],[low]
Scotland,Monthly,April 2006,Thousands,Total,9.5,7.3,[low],[low],[low],[low],[low],[low],[low],[low],[low],16.7,[low],[low]
Scotland,Monthly,May 2006,Thousands,Total,11.2,7.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],18.8,[low],[low]
Scotland,Monthly,June 2006,Thousands,Total,13.2,9.2,[low],[low],[low],[low],[low],[low],[low],[low],[low],22.5,[low],[low]
Scotland,Monthly,July 2006,Thousands,Total,8.7,6.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],15.6,[low],[low]
Scotland,Monthly,August 2006,Thousands,Total,4.7,3.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],8.5,[low],[low]
Scotland,Monthly,September 2006,Thousands,Total,27.5,17.7,0.1,[low],[low],[low],[low],[low],[low],[low],[low],45.3,[low],[low]
Scotland,Monthly,October 2006,Thousands,Total,8.2,6.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],14.8,[low],[low]
Scotland,Monthly,November 2006,Thousands,Total,8.1,7.1,[low],[low],[low],[low],[low],[low],[low],[low],[low],15.2,[low],[low]
Scotland,Monthly,December 2006,Thousands,Total,7.0,6.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],13.8,[low],[low]
Scotland,Monthly,January 2007,Thousands,Total,7.8,6.2,[low],[low],[low],[low],[low],[low],[low],[low],[low],14.0,[low],[low]
Scotland,Monthly,February 2007,Thousands,Total,3.5,3.2,[low],[low],[low],[low],[low],[low],[low],[low],[low],6.7,[low],[low]
Scotland,Monthly,March 2007,Thousands,Total,28.7,17.9,0.1,[low],[low],[low],[low],[low],[low],[low],[low],46.7,[low],[low]
Scotland,Monthly,April 2007,Thousands,Total,9.7,7.2,[low],[low],[low],[low],[low],[low],[low],[low],[low],17.0,[low],[low]
Scotland,Monthly,May 2007,Thousands,Total,10.7,7.9,0.1,[low],[low],[low],[low],[low],[low],[low],[low],18.7,[low],[low]
Scotland,Monthly,June 2007,Thousands,Total,14.2,10.0,0.1,[low],[low],[low],[low],[low],[low],[low],[low],24.3,[low],[low]
Scotland,Monthly,July 2007,Thousands,Total,9.5,7.4,0.1,[low],[low],[low],[low],[low],[low],[low],[low],17.0,[low],[low]
Scotland,Monthly,August 2007,Thousands,Total,4.6,3.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],8.1,[low],[low]
Scotland,Monthly,September 2007,Thousands,Total,27.7,17.7,0.1,[low],[low],[low],[low],[low],[low],[low],[low],45.5,[low],[low]
Scotland,Monthly,October 2007,Thousands,Total,9.8,7.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],17.3,[low],[low]
Scotland,Monthly,November 2007,Thousands,Total,8.7,7.6,0.1,[low],[low],[low],[low],[low],[low],[low],[low],16.3,[low],[low]
Scotland,Monthly,December 2007,Thousands,Total,8.0,5.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],13.6,[low],[low]
Scotland,Monthly,January 2008,Thousands,Total,7.7,7.2,[low],[low],[low],[low],[low],[low],[low],[low],[low],14.9,[low],[low]
Scotland,Monthly,February 2008,Thousands,Total,3.1,2.9,[low],[low],[low],[low],[low],[low],[low],[low],[low],6.0,[low],[low]
Scotland,Monthly,March 2008,Thousands,Total,28.0,20.1,0.2,[low],[low],[low],[low],[low],[low],[low],[low],48.3,[low],[low]
Scotland,Monthly,April 2008,Thousands,Total,9.3,7.9,0.1,[low],[low],[low],[low],[low],[low],[low],[low],17.2,[low],[low]
Scotland,Monthly,May 2008,Thousands,Total,9.7,7.8,0.1,[low],[low],[low],[low],[low],[low],[low],[low],17.6,[low],[low]
Scotland,Monthly,June 2008,Thousands,Total,11.3,8.7,0.1,[low],[low],[low],[low],[low],[low],[low],[low],20.0,[low],[low]
Scotland,Monthly,July 2008,Thousands,Total,7.5,5.9,0.1,[low],[low],[low],[low],[low],[low],[low],[low],13.5,[low],[low]
Scotland,Monthly,August 2008,Thousands,Total,3.4,2.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],6.2,[low],[low]
Scotland,Monthly,September 2008,Thousands,Total,19.9,14.1,0.1,[low],[low],[low],[low],[low],[low],[low],[low],34.1,[low],[low]
Scotland,Monthly,October 2008,Thousands,Total,6.8,5.2,[low],[low],[low],[low],[low],[low],[low],[low],[low],12.1,[low],[low]
Scotland,Monthly,November 2008,Thousands,Total,5.2,4.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],9.7,[low],[low]
Scotland,Monthly,December 2008,Thousands,Total,4.9,4.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],9.3,[low],[low]
Scotland,Monthly,January 2009,Thousands,Total,5.5,4.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],9.9,[low],[low]
Scotland,Monthly,February 2009,Thousands,Total,2.8,2.0,[low],[low],[low],[low],[low],[low],[low],[low],[low],4.8,[low],[low]
Scotland,Monthly,March 2009,Thousands,Total,20.7,15.5,0.1,[low],[low],[low],[low],[low],[low],[low],[low],36.3,[low],[low]
Scotland,Monthly,April 2009,Thousands,Total,8.3,6.1,0.1,[low],[low],[low],[low],[low],[low],[low],[low],14.5,[low],[low]
Scotland,Monthly,May 2009,Thousands,Total,8.7,6.0,[low],[low],[low],[low],[low],[low],[low],[low],[low],14.7,[low],[low]
Scotland,Monthly,June 2009,Thousands,Total,12.0,8.0,[low],[low],[low],[low],[low],[low],[low],[low],[low],20.1,[low],[low]
Scotland,Monthly,July 2009,Thousands,Total,8.8,5.6,0.1,[low],[low],[low],[low],[low],[low],[low],[low],14.5,[low],[low]
Scotland,Monthly,August 2009,Thousands,Total,4.5,2.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],7.1,[low],[low]
Scotland,Monthly,September 2009,Thousands,Total,24.5,16.1,0.2,[low],[low],[low],[low],[low],[low],[low],[low],40.9,[low],[low]
Scotland,Monthly,October 2009,Thousands,Total,9.8,6.5,0.1,[low],[low],[low],[low],[low],[low],[low],[low],16.4,[low],[low]
Scotland,Monthly,November 2009,Thousands,Total,9.5,6.9,[low],[low],[low],[low],[low],[low],[low],[low],[low],16.5,[low],[low]
Scotland,Monthly,December 2009,Thousands,Total,8.3,6.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],14.7,[low],[low]
Scotland,Monthly,January 2010,Thousands,Total,6.9,5.2,0.1,[low],[low],[low],[low],[low],[low],[low],[low],12.1,[low],[low]
Scotland,Monthly,February 2010,Thousands,Total,3.7,2.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],6.1,[low],[low]
Scotland,Monthly,March 2010,Thousands,Total,24.1,16.9,0.2,[low],[low],[low],[low],[low],[low],[low],[low],41.2,[low],[low]
Scotland,Monthly,April 2010,Thousands,Total,7.9,6.8,0.1,[low],[low],[low],[low],[low],[low],[low],[low],14.8,[low],[low]
Scotland,Monthly,May 2010,Thousands,Total,7.8,7.4,0.1,[low],[low],[low],[low],[low],[low],[low],[low],15.2,[low],[low]
Scotland,Monthly,June 2010,Thousands,Total,9.7,9.2,0.2,[low],[low],[low],[low],[low],[low],[low],[low],19.0,[low],[low]
Scotland,Monthly,July 2010,Thousands,Total,6.2,6.8,0.1,[low],[low],[low],[low],[low],[low],[low],[low],13.2,[low],[low]
Scotland,Monthly,August 2010,Thousands,Total,3.0,2.9,[low],[low],[low],[low],[low],[low],[low],[low],[low],6.0,[low],[low]
Scotland,Monthly,September 2010,Thousands,Total,20.2,16.0,0.3,[low],[low],[low],[low],[low],[low],[low],[low],36.5,[low],[low]
Scotland,Monthly,October 2010,Thousands,Total,6.5,7.2,0.1,[low],[low],[low],[low],[low],[low],[low],[low],13.7,[low],[low]
Scotland,Monthly,November 2010,Thousands,Total,6.2,7.5,0.1,[low],[low],[low],[low],[low],[low],[low],[low],13.8,[low],[low]
Scotland,Monthly,December 2010,Thousands,Total,5.2,6.5,0.1,[low],[low],[low],[low],[low],[low],[low],[low],11.8,[low],[low]
Scotland,Monthly,January 2011,Thousands,Total,5.3,6.3,0.1,[low],[low],[low],[low],[low],[low],[low],[low],11.7,[low],[low]
Scotland,Monthly,February 2011,Thousands,Total,2.6,2.9,[low],[low],[low],[low],[low],[low],[low],[low],[low],5.5,[low],[low]
Scotland,Monthly,March 2011,Thousands,Total,19.7,18.1,0.3,[low],[low],[low],[low],[low],[low],[low],[low],38.1,[low],[low]
Scotland,Monthly,April 2011,Thousands,Total,6.6,7.4,0.1,[low],[low],[low],[low],[low],[low],[low],[low],14.0,[low],[low]
Scotland,Monthly,May 2011,Thousands,Total,7.5,7.8,0.1,[low],[low],[low],[low],[low],[low],[low],[low],15.4,[low],[low]
Scotland,Monthly,June 2011,Thousands,Total,9.5,8.3,0.1,[low],[low],[low],[low],[low],[low],[low],[low],17.9,[low],[low]
Scotland,Monthly,July 2011,Thousands,Total,5.7,6.1,[low],[low],[low],[low],[low],[low],[low],[low],[low],11.8,[low],[low]
Scotland,Monthly,August 2011,Thousands,Total,3.7,2.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],6.3,[low],[low]
Scotland,Monthly,September 2011,Thousands,Total,18.9,17.5,0.3,[low],[low],[low],[low],[low],[low],[low],[low],36.7,[low],[low]
Scotland,Monthly,October 2011,Thousands,Total,6.2,7.1,0.1,[low],[low],[low],[low],[low],[low],[low],[low],13.4,[low],[low]
Scotland,Monthly,November 2011,Thousands,Total,6.6,7.1,0.1,[low],[low],[low],[low],[low],[low],[low],[low],13.8,[low],[low]
Scotland,Monthly,December 2011,Thousands,Total,5.4,5.8,0.1,[low],[low],[low],[low],[low],[low],[low],[low],11.3,[low],[low]
Scotland,Monthly,January 2012,Thousands,Total,5.5,6.1,0.1,[low],[low],[low],[low],[low],[low],[low],[low],11.8,[low],[low]
Scotland,Monthly,February 2012,Thousands,Total,2.9,2.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],5.4,[low],[low]
Scotland,Monthly,March 2012,Thousands,Total,21.3,18.2,0.2,[low],[low],[low],[low],[low],[low],[low],[low],39.8,[low],[low]
Scotland,Monthly,April 2012,Thousands,Total,7.5,6.6,0.1,[low],[low],[low],[low],[low],[low],[low],[low],14.3,[low],[low]
Scotland,Monthly,May 2012,Thousands,Total,8.1,7.4,0.1,[low],[low],[low],[low],[low],[low],[low],[low],15.6,[low],[low]
Scotland,Monthly,June 2012,Thousands,Total,10.4,9.0,0.1,[low],[low],[low],[low],[low],[low],[low],[low],19.5,[low],[low]
Scotland,Monthly,July 2012,Thousands,Total,7.6,6.3,0.1,[low],[low],[low],[low],[low],[low],[low],[low],13.9,[low],[low]
Scotland,Monthly,August 2012,Thousands,Total,4.1,2.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],6.9,[low],[low]
Scotland,Monthly,September 2012,Thousands,Total,21.4,19.0,0.2,[low],[low],[low],[low],[low],[low],[low],[low],40.6,[low],[low]
Scotland,Monthly,October 2012,Thousands,Total,7.9,7.5,0.1,[low],[low],[low],[low],[low],[low],[low],[low],15.5,[low],[low]
Scotland,Monthly,November 2012,Thousands,Total,7.5,7.4,0.1,[low],[low],[low],[low],[low],[low],[low],[low],15.0,[low],[low]
Scotland,Monthly,December 2012,Thousands,Total,5.1,6.1,[low],[low],[low],[low],[low],[low],[low],[low],[low],11.3,[low],[low]
Scotland,Monthly,January 2013,Thousands,Total,6.5,6.9,0.1,[low],[low],[low],[low],[low],[low],[low],[low],13.5,[low],[low]
Scotland,Monthly,February 2013,Thousands,Total,3.2,2.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],6.0,[low],[low]
Scotland,Monthly,March 2013,Thousands,Total,22.8,20.1,0.2,[low],[low],[low],[low],[low],[low],[low],[low],43.1,[low],[low]
Scotland,Monthly,April 2013,Thousands,Total,8.6,8.9,0.1,[low],[low],[low],[low],[low],[low],[low],[low],17.6,[low],[low]
Scotland,Monthly,May 2013,Thousands,Total,9.1,8.8,0.1,[low],[low],[low],[low],[low],[low],[low],[low],18.0,[low],[low]
Scotland,Monthly,June 2013,Thousands,Total,11.4,10.5,0.1,[low],[low],[low],[low],[low],[low],[low],[low],22.0,[low],[low]
Scotland,Monthly,July 2013,Thousands,Total,7.2,8.0,0.1,[low],[low],[low],[low],[low],[low],[low],[low],15.4,[low],[low]
Scotland,Monthly,August 2013,Thousands,Total,3.9,3.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],7.4,[low],[low]
Scotland,Monthly,September 2013,Thousands,Total,24.5,21.3,0.3,[low],[low],[low],[low],[low],[low],[low],[low],46.2,[low],[low]
Scotland,Monthly,October 2013,Thousands,Total,8.0,9.4,0.1,[low],[low],[low],[low],[low],[low],[low],[low],17.6,[low],[low]
Scotland,Monthly,November 2013,Thousands,Total,7.7,8.4,0.1,[low],[low],[low],[low],[low],[low],[low],[low],16.2,[low],[low]
Scotland,Monthly,December 2013,Thousands,Total,5.4,7.3,0.1,[low],[low],[low],[low],[low],[low],[low],[low],12.8,[low],[low]
Scotland,Monthly,January 2014,Thousands,Total,6.7,7.6,0.1,[low],[low],[low],[low],[low],[low],[low],[low],14.4,[low],[low]
Scotland,Monthly,February 2014,Thousands,Total,3.1,2.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],5.8,[low],[low]
Scotland,Monthly,March 2014,Thousands,Total,25.3,23.1,0.4,[low],[low],[low],0.1,[low],[low],[low],[low],48.9,0.1,0.1
Scotland,Monthly,April 2014,Thousands,Total,9.0,9.4,0.1,[low],[low],[low],0.1,[low],[low],[low],[low],18.6,0.1,0.1
Scotland,Monthly,May 2014,Thousands,Total,10.4,10.3,0.1,[low],[low],[low],[low],[low],[low],[low],[low],20.9,[low],[low]
Scotland,Monthly,June 2014,Thousands,Total,10.8,11.7,0.2,[low],[low],[low],[low],[low],[low],[low],[low],22.7,0.1,[low]
Scotland,Monthly,July 2014,Thousands,Total,7.9,9.1,0.1,[low],[low],[low],[low],[low],[low],[low],[low],17.2,0.1,[low]
Scotland,Monthly,August 2014,Thousands,Total,4.1,3.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],7.7,[low],[low]
Scotland,Monthly,September 2014,Thousands,Total,23.5,23.8,0.3,[low],0.1,[low],0.1,[low],[low],[low],[low],47.8,0.2,0.1
Scotland,Monthly,October 2014,Thousands,Total,8.6,10.1,0.1,[low],[low],[low],[low],[low],[low],[low],[low],18.9,0.1,[low]
Scotland,Monthly,November 2014,Thousands,Total,8.5,8.9,0.2,[low],[low],[low],0.1,[low],[low],[low],[low],17.6,0.1,0.1
Scotland,Monthly,December 2014,Thousands,Total,6.7,8.5,0.1,[low],[low],[low],0.1,[low],[low],[low],[low],15.5,0.1,0.1
Scotland,Monthly,January 2015,Thousands,Total,6.8,7.4,0.1,[low],0.1,[low],[low],[low],[low],[low],[low],14.4,0.1,[low]
Scotland,Monthly,February 2015,Thousands,Total,3.5,3.2,[low],[low],[low],[low],[low],[low],[low],[low],[low],6.8,[low],[low]
Scotland,Monthly,March 2015,Thousands,Total,25.8,25.4,0.4,[low],0.1,[low],0.2,[low],[low],[low],[low],51.9,0.3,0.2
Scotland,Monthly,April 2015,Thousands,Total,8.6,9.5,0.3,[low],[low],[low],[low],[low],[low],[low],[low],18.4,0.1,[low]
Scotland,Monthly,May 2015,Thousands,Total,9.8,9.6,0.1,[low],0.1,[low],[low],[low],[low],[low],[low],19.7,0.1,[low]
Scotland,Monthly,June 2015,Thousands,Total,11.9,13.5,0.4,[low],0.1,[low],0.1,[low],[low],[low],[low],25.9,0.2,0.1
Scotland,Monthly,July 2015,Thousands,Total,7.6,8.7,0.1,[low],0.1,[low],[low],[low],[low],[low],[low],16.5,0.1,[low]
Scotland,Monthly,August 2015,Thousands,Total,4.2,4.0,[low],[low],[low],[low],[low],[low],[low],[low],[low],8.2,[low],[low]
Scotland,Monthly,September 2015,Thousands,Total,25.3,23.8,0.5,[low],0.1,[low],0.1,[low],[low],[low],[low],49.8,0.2,0.1
Scotland,Monthly,October 2015,Thousands,Total,7.5,8.5,0.1,[low],[low],[low],[low],[low],[low],[low],[low],16.2,0.1,[low]
Scotland,Monthly,November 2015,Thousands,Total,7.6,10.2,0.1,[low],0.1,[low],[low],[low],[low],[low],[low],18.0,0.1,[low]
Scotland,Monthly,December 2015,Thousands,Total,6.2,8.4,0.1,[low],[low],[low],0.1,[low],[low],[low],[low],14.8,0.2,0.1
Scotland,Monthly,January 2016,Thousands,Total,6.8,7.5,0.1,[low],0.1,[low],[low],[low],[low],[low],[low],14.6,0.1,[low]
Scotland,Monthly,February 2016,Thousands,Total,3.6,3.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],7.1,[low],[low]
Scotland,Monthly,March 2016,Thousands,Total,26.3,26.7,0.5,[low],0.2,[low],0.2,[low],[low],[low],[low],53.8,0.4,0.2
Scotland,Monthly,April 2016,Thousands,Total,8.6,9.5,0.2,[low],0.1,[low],[low],[low],[low],[low],[low],18.3,0.1,[low]
Scotland,Monthly,May 2016,Thousands,Total,9.6,10.2,0.1,[low],[low],[low],[low],[low],[low],[low],[low],20.1,0.1,[low]
Scotland,Monthly,June 2016,Thousands,Total,11.9,12.4,0.2,[low],0.1,[low],0.1,[low],[low],[low],[low],24.6,0.1,0.1
Scotland,Monthly,July 2016,Thousands,Total,7.4,7.6,0.1,[low],0.1,[low],[low],[low],[low],[low],[low],15.2,0.1,[low]
Scotland,Monthly,August 2016,Thousands,Total,4.3,3.8,0.1,[low],[low],[low],[low],[low],[low],[low],[low],8.2,[low],[low]
Scotland,Monthly,September 2016,Thousands,Total,24.5,25.0,0.5,[low],0.1,[low],0.1,[low],[low],[low],[low],50.3,0.3,0.1
Scotland,Monthly,October 2016,Thousands,Total,8.3,8.9,0.2,[low],0.1,[low],[low],[low],[low],[low],[low],17.5,0.1,[low]
Scotland,Monthly,November 2016,Thousands,Total,8.6,10.0,0.2,[low],0.1,[low],[low],[low],[low],[low],[low],18.8,0.1,[low]
Scotland,Monthly,December 2016,Thousands,Total,7.7,7.5,0.2,[low],[low],[low],0.1,[low],[low],[low],[low],15.5,0.1,0.1
Scotland,Monthly,January 2017,Thousands,Total,7.1,7.7,0.2,[low],0.1,[low],0.1,[low],[low],[low],[low],15.1,0.2,0.1
Scotland,Monthly,February 2017,Thousands,Total,3.3,2.9,0.1,[low],[low],[low],0.1,[low],[low],[low],[low],6.4,0.1,0.1
Scotland,Monthly,March 2017,Thousands,Total,28.6,27.2,0.8,[low],0.2,[low],0.2,[low],[low],[low],[low],57.1,0.5,0.2
Scotland,Monthly,April 2017,Thousands,Total,8.0,6.9,0.2,[low],0.1,[low],0.1,[low],[low],[low],[low],15.2,0.1,0.1
Scotland,Monthly,May 2017,Thousands,Total,8.3,8.4,0.3,[low],0.1,[low],0.1,[low],[low],[low],[low],17.2,0.2,0.1
Scotland,Monthly,June 2017,Thousands,Total,11.1,11.2,0.4,[low],0.1,[low],0.1,[low],[low],[low],[low],22.9,0.2,0.1
